"AnimalID" "Samp" "HyPop" "Pop" "St" "Region" "BirthPack" "Reproducti" "IsReproduc" "QI" "SType" "Dt" "NumAmpedLo" "amelogenin" "SRY" "GeneticSex" "MatchedOK" "Str_p_Wolf" "pWolf" "GIS_X" "GIS_Y"
"633" "AP.0867" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" "Snje?nik" "-" FALSE 0.914634 "Tissue" "3.11.2012" 41 "2 2" NA "F" -1 0.9985 0.9982 472162 41103
"538" "AP.07X1" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 1 "Tissue" "15.07.2006" 37 "2 2" NA "F" 0 0.9987 0.9984 478395 24243
"669" "AP.088A" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 0.888889 "Tissue" "2.11.2011" 42 "1 2" "1 1" "M" 0 0.9937 0.9938 494732 -29087
"686" "AP.08A5" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 0.892857 "Tissue" "8.01.2011" 42 "2 2" NA "F" 0 0.998 0.998 492854 -30122
"629" "AP.0862" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 0.926829 "Tissue" "10.11.2012" 41 "2 2" NA "F" 0 0.998 0.998 496887 -50961
"649" "AP.087E" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 0.890873 "Tissue" "25.02.2010" 42 "2 2" NA "F" 0 0.998 0.9982 497363 -53175
"675" "AP.088L" "Dinaric" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 0.896825 "Tissue" "6.11.2011" 42 "2 2" NA "F" 0 0.9985 0.998 495379 -17886
"592" "AP.0840" "Neznano" "Dinaric" "Mortality-HR" "Gorski kotar (HR)" NA NA FALSE 1 "Tissue" "23.10.2009" 37 "1 2" "1 1" "M" 0 NA 0.998 483000 25350
"722" "AU.0AME" "Dinaric" "Dinaric" "Noninvasive - SLO" "Gorski kotar (HR)" "Risnjak" "Risnjak" TRUE 0.926042 "Scat" "22.08.2010" 40 "2 2" NA "F" 0 0.996 0.997 469136 27583
"468" "AP.07Y3" "Dinaric" "Dinaric" "Telemetry" "Gorski kotar (HR)" "Gomance" "Javorniki" TRUE 0.783784 "Blood" "21.08.2010" 37 "2 2" NA "F" -1 0.998 0.998 462293 37050
"478" "AM.07FP" "Dinaric" "Dinaric" "Telemetry" "Gorski kotar (HR)" "Gomance" "-" FALSE 0.894309 "Blood" "16.07.2012" 41 "1 2" "1 1" "M" 0 0.998 0.998 462525 35047
"477" "AM.07FM" "Dinaric" "Dinaric" "Telemetry" "Gorski kotar (HR)" "Snje?nik2" "-" FALSE 0.918699 "Blood" "18.07.2010" 41 "2 2" NA "F" 0 0.998 0.997 468942 44304
"583" "AP.082K" "Dinaric" "Dinaric" "Mortality-HR" "Croatia - other" NA NA FALSE 0.972973 "Tissue" NA 37 "1 2" "1 1" "M" 0 0.9879 0.9892 NA NA
"622" "AP.085P" "Dinaric" "Dinaric" "Mortality-HR" "Croatia - other" NA NA FALSE 1 "Tissue" "7.02.2007" 37 "2 2" NA "F" 0 0.9741 0.9912 536907 7525
"627" "AP.0860" "Dinaric" "Dinaric" "Mortality-HR" "Croatia - other" NA NA FALSE 0.914634 "Tissue" "26.10.2012" 41 "2 2" NA "F" 0 0.9749 0.9794 586420 7917
"644" "AP.0874" "Dinaric" "Dinaric" "Mortality-HR" "Croatia - other" NA NA FALSE 0.90873 "Tissue" "19.03.2011" 42 "1 2" "1 1" "M" 0 0.9896 0.9872 558162 38346
"703" "AP.08C0" "Dinaric" "Dinaric" "Mortality-HR" "Croatia - other" NA NA FALSE 0.884921 "Tissue" "4.11.2011" 42 "1 2" "1 1" "M" 0 0.9926 0.9924 586420 7917
"619" "AP.085J" "Dinaric" "Dinaric" "Mortality-HR" "Croatia - other" NA NA FALSE 1 "Tissue" "17.05.2009" 37 "2 2" NA "F" 0 0.998 0.998 684866 7164
"486" "AP.07M2" "Dinaric" "Dinaric" "Mortality" "Lika (HR)" NA NA FALSE 0.764228 "Decomposing Tissue" "7.11.2011" 41 "2 2" NA "F" 0 0.984 0.9914 587344 -116385
"487" "AP.07M3" "Dinaric" "Dinaric" "Mortality" "Lika (HR)" NA NA FALSE 0.815041 "Decomposing Tissue" "22.06.2012" 41 "2 2" NA "F" 0 0.9507 0.9112 586945 -115200
"485" "AP.07M1" "Dinaric" "Dinaric" "Mortality" "Lika (HR)" NA NA FALSE 0.914634 "Tissue" "13.06.2012" 41 "1 2" "1 1" "M" 0 0.997 0.9968 566302 -95202
"491" "AP.07M7" "Dinaric" "Dinaric" "Mortality" "Lika (HR)" NA NA FALSE 0.918699 "Tissue" "30.11.2011" 41 "2 2" "1 1" "M" 0 0.997 0.9974 577486 -75969
"493" "AP.07MA" "Dinaric" "Dinaric" "Mortality" "Lika (HR)" NA NA FALSE 1 "Tissue" "6.10.2006" 37 "1 2" "1 1" "M" 0 0.998 0.998 530941 -53158
"483" "AP.07LY" "Dinaric" "Dinaric" "Mortality" "Lika (HR)" NA NA FALSE 0.914634 "Tissue" "12.11.2011" 41 "2 2" NA "F" 0 0.998 0.9972 581763 -68131
"578" "AP.0823" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.751802 "Decomposing Tissue" "11.02.1996" 37 "1 2" "1 1" "M" 0 0.996 0.9932 561700 -67150
"523" "AP.07U2" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.767568 "Decomposing Tissue" "22.09.2001" 37 "1 2" "1 1" "M" 0 0.9508 0.998 552162 -55597
"555" "AP.07YT" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.873874 "Decomposing Tissue" "25.11.2003" 37 "2 2" "1 1" "M" 0 0.997 0.997 534428 -70295
"612" "AP.0853" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.945946 "Tissue" "30.11.2008" 37 "1 2" "1 1" "M" 0 0.9514 0.9208 557305 -103373
"524" "AP.07U3" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "6.02.1998" 37 "2 2" NA "F" 0 0.9646 0.9486 574471 -67398
"581" "AP.0827" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.939024 "Tissue" "11.02.2010" 41 "2 2" NA "F" 0 0.9819 0.9854 594717 -107514
"670" "AP.088C" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.896825 "Tissue" "2.02.2011" 42 "2 2" NA "F" 0 0.9836 0.969 544256 -48202
"692" "AP.08AF" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.920635 "Tissue" "5.11.2010" 42 "1 2" "1 1" "M" 0 0.9881 0.9892 585640 -100780
"575" "AP.081T" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "21.11.2007" 37 "1 2" "1 1" "M" 0 0.9886 0.989 601190 -107629
"680" "AP.088X" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.916667 "Tissue" "15.11.2010" 42 "1 2" "1 1" "M" 0 0.9922 0.9728 558849 -69004
"658" "AP.087U" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.674603 "Tissue" "12.12.2010" 42 "1 2" "1 1" "M" 0 0.9923 0.9912 548963 -45342
"661" "AP.0881" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.896825 "Tissue" "21.10.2011" 42 "1 2" "1 1" "M" 0 0.9928 0.9928 552162 -55597
"659" "AP.087X" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.896825 "Tissue" "13.11.2010" 42 "1 2" "1 1" "M" 0 0.9938 0.9946 569658 -67296
"657" "AP.087T" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.944444 "Tissue" "9.11.2010" 42 "1 2" "1 1" "M" 0 0.9944 0.9842 591713 -121198
"693" "AP.08AH" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.892857 "Tissue" "30.10.2011" 42 "2 2" NA "F" 0 0.995 0.9956 548113 -65186
"683" "AP.08A1" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.884921 "Tissue" "27.12.2011" 42 "1 2" "1 1" "M" 0 0.9951 0.9958 598605 -115316
"574" "AP.081P" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.966216 "Tissue" "4.04.2008" 37 "1 1" "1 1" "M" 0 0.9954 0.9946 540842 -76455
"502" "AP.07PA" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "21.09.2004" 37 "2 2" NA "F" 0 0.996 0.9958 578583 -65924
"653" "AP.087K" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.876984 "Tissue" "7.02.2011" 42 "1 2" "1 1" "M" 0 0.996 0.9968 589309 -119919
"600" "AP.084E" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.986486 "Tissue" "26.11.2007" 37 "1 2" "1 1" "M" 0 0.9963 0.997 586653 -114024
"553" "AP.07YC" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "31.08.2005" 37 "1 2" "1 1" "M" 0 0.9966 0.997 573125 -82437
"608" "AP.084Y" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "27.12.2008" 37 "2 2" NA "F" 0 0.997 0.997 541743 -67492
"630" "AP.0863" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.939024 "Tissue" "30.10.2012" 41 "1 2" "1 1" "M" 0 0.997 0.997 543200 -52500
"604" "AP.084P" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "24.01.2009" 37 "1 2" "1 1" "M" 0 0.997 0.9942 548963 -45342
"571" "AP.081K" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.972973 "Tissue" "22.11.2009" 37 "2 2" NA "F" 0 0.997 0.997 553906 -62943
"503" "AP.07PC" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.986486 "Tissue" "9.10.2000" 37 "1 2" "1 1" "M" 0 0.997 0.997 569673 -88335
"647" "AP.087A" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.90873 "Tissue" "26.02.2011" 42 "1 2" "1 1" "M" 0 0.997 0.9836 579058 -115091
"620" "AP.085K" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "27.12.2006" 37 "1 2" "1 1" "M" 0 0.9977 0.998 557271 -53560
"528" "AP.07U8" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "11.05.2004" 37 "1 2" "1 1" "M" 0 0.9979 0.9974 535062 -60984
"625" "AP.085X" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.914634 "Tissue" "4.11.2012" 41 "1 2" "1 1" "M" 0 0.998 0.997 544000 -66900
"589" "AP.083U" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.959459 "Tissue" "15.10.2007" 37 "1 2" "1 1" "M" 0 0.998 0.9978 544256 -48202
"594" "AP.0842" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 0.972973 "Decomposing Tissue" "22.11.2009" 37 "1 2" "1 1" "M" 0 0.998 0.998 548458 -69944
"551" "AP.07Y7" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "21.08.2005" 37 "2 2" NA "F" 0 0.998 0.9978 558849 -69004
"533" "AP.07UM" "Dinaric" "Dinaric" "Mortality-HR" "Lika (HR)" NA NA FALSE 1 "Tissue" "11.02.1996" 37 "1 2" "1 1" "M" 0 0.9983 0.9982 561700 -67150
"432" "AH.03MT" "Dinaric" "Dinaric" "Damages" "Slovenia" "Neznano" "Slavnik" TRUE 0.8575 "Saliva" "23.04.2010" 40 "1 2" "1 1" "M" -1 0.994 0.9946 415129 48776
"445" "AH.03HM" "Dinaric" "Dinaric" "Damages" "Slovenia" "Slavnik" "-" FALSE 0.905159 "Saliva" "29.03.2011" 42 "2 2" NA "F" -1 0.998 0.998 410808 61330
"447" "AH.03MK" "Dinaric" "Dinaric" "Damages" "Slovenia" "Slavnik" "Slavnik" TRUE 0.864583 "Saliva" "23.04.2010" 40 "2 2" NA "F" -1 0.998 0.998 415129 48776
"731" "AX.0CF2" "Dinaric" "Dinaric" "Damages" "Slovenia" "Vrem‹ica" "Meni‹ija" TRUE 0.97973 "Saliva" "13.10.2012" 37 "2 2" NA "F" -1 0.998 0.998 441279 56568
"428" "AX.0CFA" "Dinaric" "Dinaric" "Damages" "Slovenia" "Neznano" "Vrem‹ica" TRUE 0.918919 "Saliva" "2.09.2012" 37 "1 2" "1 1" "M" -1 0.998 0.998 443635 59494
"735" "EE.156X" "Dinaric" "Dinaric" "Damages" "Slovenia" "Neznano" "Mala gora" TRUE 0.95625 "Saliva" "20.04.2012" 40 "2 2" "1 1" NA -1 0.998 0.998 490280 60309
"792" "AL.05XA" "Dinaric" "Dinaric" "Damages" "Slovenia" NA NA FALSE 0.986486 "Urine" "24.03.2013" 37 "2 2" NA "F" -1 0.9985 0.9986 448148 81575
"434" "AH.02UH" "Dinaric" "Dinaric" "Sampled Litter" "Slovenia" "Vrem‹ica" "-" FALSE 0.870833 "Direct Saliva" "30.05.2012" 40 "1 2" "1 1" "M" 0 0.9931 0.9938 430260 63609
"433" "AH.02UE" "Dinaric" "Dinaric" "Sampled Litter" "Slovenia" "Vrem‹ica" "-" FALSE 0.845 "Direct Saliva" "30.05.2012" 40 "1 2" "1 1" "M" -1 0.996 0.996 430263 63602
"444" "AH.038A" "Dinaric" "Dinaric" "Sampled Litter" "Slovenia" "Vrem‹ica" "-" FALSE 0.952381 "Direct Saliva" "23.06.2011" 42 "2 2" NA "F" -1 0.998 0.998 428961 75076
"789" "AP.07LK" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Meni‹ija" "-" FALSE 0.972973 "Tissue" "7.01.2014" 37 "1 2" "1 1" "M" 0 0.995 0.9978 445930 74960
"788" "AP.07LJ" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "-" FALSE 0.972973 "Tissue" "15.12.2013" 37 "2 2" NA "F" 0 0.996 0.996 446681 42954
"436" "AP.07LM" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "Vrem‹ica" TRUE 0.865854 "Tissue" "10.06.2013" 41 "2 2" NA "F" -1 0.9893 0.9926 437488 62038
"405" "343y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "8.06.2006" 42 "1 2" "1 1" "M" 0 0.9939 0.997 467976 60784
"396" "057y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 1 "Tissue" "4.11.2003" 42 "2 2" NA "F" 0 0.9942 0.9972 470783 61748
"463" "AP.07ML" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Vrem‹ica" "-" FALSE 0.914634 "Tissue" "27.01.2013" 41 "2 2" NA "F" -1 0.9957 0.996 433368 62990
"424" "6LU" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.928571 "Tissue" "11.10.2009" 42 "1 2" "1 1" "M" 0 0.996 0.9954 444705 69632
"747" "C0H" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "Javorniki 2009" TRUE 0.97619 "Tissue" "7.11.2009" 42 "2 2" NA "F" 0 0.996 0.9944 446440 54490
"451" "AP.08CF" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "Suha krajina" TRUE 0.95625 "Tissue" "23.02.2012" 40 "1 2" "1 1" "M" -1 0.9967 0.997 487590 76680
"775" "F0X" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.968254 "Tissue" "16.12.2009" 42 "2 2" NA NA -1 0.997 0.997 431030 68410
"637" "AP.086F" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.914634 "Tissue" "11.11.2012" 41 "1 2" "1 1" "M" -1 0.997 0.997 444043 46876
"763" "EAM" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.942857 "Tissue" "10.11.2009" 42 "2 2" NA "F" 0 0.997 0.997 444705 69632
"713" "AP.08CY" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Javnorniki/Snje?nik" "-" FALSE 0.952381 "Tissue" "19.12.2010" 42 "2 2" NA "F" 0 0.997 0.997 454493 55353
"634" "AP.08C3" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Suha krajina" "-" FALSE 0.975 "Tissue" "11.12.2011" 40 "2 2" NA "F" -1 0.997 0.997 480020 73710
"391" "035y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.995238 "Tissue" "4.10.2003" 42 "1 2" "1 1" "M" 0 0.997 0.9966 485616 49925
"399" "125y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.988095 "Tissue" "6.12.2004" 42 "2 2" NA "F" 0 0.997 0.9968 496000 47500
"419" "538y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "8.09.2007" 42 "2 2" NA "F" 0 0.9975 0.997 483151 52558
"711" "AP.08CP" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Vrem‹ica" "-" FALSE 0.952381 "Tissue" "25.01.2011" 42 "1 2" "1 1" "M" 0 0.9977 0.9974 442654 50752
"418" "537y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "27.08.2007" 42 "2 2" NA "F" 0 0.9978 0.9978 487863 65947
"475" "AP.08E1" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "Javorniki/Snje?nik" TRUE 0.952381 "Tissue" "19.12.2010" 42 "1 2" "1 1" "M" -1 0.9979 0.998 454493 55353
"425" "702y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.952381 "Tissue" "22.01.2009" 42 "1 2" "1 1" "M" 0 0.9979 0.998 499193 56393
"715" "AP.08E7" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Gomance" "-" FALSE 0.928571 "Tissue" "22.10.2010" 42 "1 2" "1 1" "M" -1 0.998 0.998 402390 111610
"708" "AP.08C8" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.975 "Tissue" "31.01.2012" 40 "1 2" "1 1" "M" -1 0.998 0.998 414683 48452
"450" "CE.0JPU" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.952381 "Blood" "20.10.2010" 42 "1 2" "1 1" "M" -1 0.998 0.998 415083 48769
"636" "AP.086E" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.939024 "Tissue" "11.11.2012" 41 "2 2" NA "F" -1 0.998 0.998 416594 48458
"415" "530y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "1.01.2007" 42 "1 2" "1 1" "M" 0 0.998 0.998 417835 47410
"705" "AP.08C4" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.833333 "Tissue" "11.10.2011" 40 "1 2" "1 1" "M" 0 0.998 0.998 419484 47756
"707" "AP.08C6" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.93125 "Tissue" "14.11.2011" 40 "2 2" NA "F" 0 0.998 0.998 421200 46570
"398" "070y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.958333 "Tissue" "7.12.2003" 42 "2 2" NA "F" 0 0.998 0.9978 422426 49151
"435" "AP.086H" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Vrem‹ica" "-" FALSE 0.914634 "Tissue" "7.12.2012" 41 "1 2" "1 1" "M" -1 0.998 0.9984 426852 62879
"623" "AP.085T" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Snje?nik2" "-" FALSE 0.914634 "Tissue" "30.10.2012" 41 "2 2" NA "F" 0 0.998 0.998 432050 90700
"412" "438y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.936281 "Tissue" "21.12.2006" 42 "2 2" NA "F" 0 0.998 0.998 436316 67049
"401" "263y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "26.12.2005" 42 "1 2" "1 1" "M" 0 0.998 0.998 440477 61570
"393" "051y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 1 "Tissue" "15.08.2003" 42 "2 2" NA "F" 0 0.998 0.998 441287 80387
"414" "528y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "3.08.2007" 42 "2 2" NA "F" 0 0.998 0.998 441315 61632
"710" "AP.08CE" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Javorniki" " -" FALSE 0.9625 "Tissue" "17.10.2011" 40 "2 2" NA "F" 0 0.998 0.998 446143 55557
"706" "AP.08C5" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Snje?nik2" "-" FALSE 0.9625 "Tissue" "26.02.2012" 40 "2 2" NA "F" 0 0.998 0.998 448568 70918
"421" "AP.08E3" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "Gomance" TRUE 0.886111 "Tissue" "15.11.2010" 42 "1 2" "1 1" "M" -1 0.998 0.998 456352 63121
"712" "AP.08CX" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Javorniki" "-" FALSE 0.960317 "Tissue" "11.12.2010" 42 "2 2" NA "F" -1 0.998 0.998 459993 56661
"709" "AP.08CA" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Suha krajina" "-" FALSE 0.95625 "Tissue" "10.12.2011" 40 "1 2" "1 1" "M" 0 0.998 0.998 479240 75915
"716" "AP.08E8" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "-" TRUE 0.928571 "Tissue" "21.10.2010" 42 "1 2" "1 1" "M" 0 0.998 0.998 481410 53240
"411" "437y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "17.12.2006" 42 "2 2" NA "F" 0 0.998 0.9974 482315 50712
"410" "431y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.955177 "Tissue" "4.12.2006" 42 "1 2" "1 1" "M" 0 0.998 0.998 482737 51214
"406" "390y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "2.11.2006" 42 "1 2" "1 1" "M" 0 0.998 0.998 484526 49710
"423" "697y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.971429 "Tissue" "11.01.2009" 42 "1 2" "1 1" "M" 0 0.998 0.998 484844 50185
"397" "062y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 1 "Tissue" "7.12.2003" 42 "2 2" NA "F" 0 0.998 0.998 485953 60634
"427" "74F" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.912585 "Tissue" "25.02.2010" 42 "1 2" "1 1" "M" -1 0.998 0.998 487971 46598
"474" "AP.08E6" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Rog" "-" FALSE 0.895238 "Tissue" "12.01.2011" 42 "1 2" "1 1" "M" -1 0.998 0.9978 488000 46800
"408" "400y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "4.11.2006" 42 "2 2" NA "F" 0 0.998 0.9972 497869 56947
"402" "309y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.958333 "Tissue" "17.12.2005" 42 "1 2" "1 1" "M" 0 0.998 0.998 499493 55165
"422" "581y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "13.12.2007" 42 "1 2" "1 1" "M" 0 0.998 0.998 499834 56626
"403" "310y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.970238 "Tissue" "12.12.2005" 42 "1 2" "1 1" "M" 0 0.998 0.998 500023 57552
"426" "703y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "24.01.2009" 42 "2 2" NA "F" 0 0.998 0.998 500306 57285
"714" "AP.08E5" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Gomance" "-" FALSE 0.956349 "Tissue" "17.01.2011" 42 "1 2" "1 1" "M" -1 0.998 0.9982 501060 55530
"717" "AP.08EK" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Neznano" "Poljanska gora" TRUE 0.97619 "Tissue" "21.08.2009" 42 "1 2" "1 1" "M" 0 0.998 0.998 501150 48530
"409" "414y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.924603 "Tissue" "11.09.2006" 42 "2 2" NA "F" 0 0.998 0.998 506960 67583
"394" "052y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.977381 "Tissue" "26.07.2003" 42 "2 2" NA "F" 0 0.9981 0.998 440098 61233
"448" "AP.08CK" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Gomance" "Meni‹ija" TRUE 0.952381 "Tissue" "7.03.2011" 42 "2 2" NA "F" -1 0.9981 0.998 451602 73748
"761" "CH.0LY5" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Slavnik" "-" FALSE 0.882114 "Tissue" "29.10.2012" 41 "2 2" NA "F" 0 0.9982 0.998 422360 44040
"416" "532y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "14.09.2007" 42 "1 2" "1 1" "M" 0 0.9982 0.998 442202 56720
"407" "399y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "4.11.2006" 42 "2 2" NA "F" 0 0.9982 0.998 501434 58114
"476" "AP.08E2" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Gomance" "-" FALSE 0.957143 "Tissue" "12.12.2010" 42 "1 2" "1 1" "M" -1 0.9983 0.9982 448046 46858
"413" "439y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "20.12.2006" 42 "1 2" "1 1" "M" 0 0.9983 0.998 501444 56495
"400" "206y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.958333 "Tissue" "22.12.2004" 42 "2 2" NA "F" 0 0.9984 0.998 453539 53546
"392" "050y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "11.06.2003" 42 "2 2" NA "F" 0 0.9984 0.9982 456265 53649
"420" "54E" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "25.02.2010" 42 "1 2" "1 1" "M" 0 0.9985 0.9986 488064 46838
"395" "053y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.924206 "Tissue" "22.07.2003" 42 "2 2" NA "F" 0 0.9988 0.999 454678 51656
