"AnimalID" "Samp" "HyPop" "Pop" "St" "Region" "BirthPack" "Reproducti" "IsReproduc" "QI" "SType" "Dt" "NumAmpedLo" "amelogenin" "SRY" "GeneticSex" "MatchedOK" "Str_p_Wolf" "pWolf" "GIS_X" "GIS_Y"
"404" "311y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.982143 "Tissue" "11.11.2005" 42 "2 2" NA "F" 0 0.9989 0.998 472256 53144
"390" "001y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 1 "Tissue" "9.02.2003" 42 "2 2" NA "F" 0 0.999 0.9988 447846 44112
"417" "534y" "Dinaric" "Dinaric" "Mortality" "Slovenia" NA NA FALSE 0.97619 "Tissue" "25.10.2007" 42 "2 2" NA "F" 0 0.999 0.9986 485134 50395
"639" "AP.086L" "Dinaric" "Dinaric" "Mortality" "Slovenia" "Mala gora" "-" FALSE 0.890244 "Tissue" "24.12.2012" 41 "2 2" NA "F" 0 0.999 0.999 486815 72490
"471" "CH.0LLE" "Dinaric" "Dinaric" "Mortality-HR" "Slovenia" "Suha krajina" "-" FALSE 0.914634 "Tissue" "12.10.2012" 41 "1 2" "1 1" "M" -1 0.997 0.997 780621 79804
"790" "AP.07MK" "Dinaric" "Dinaric" "MortalityMladici" "Slovenia" "Vrem‹ica" "-" FALSE 0.914634 "Tissue" "10.06.2013" 41 "2 2" NA "F" 0 0.989 0.99 437488 62038
"787" "CY.12EL" "Dinaric" "Dinaric" "MortalityMladici" "Slovenia" "Slavnik" "-" FALSE 0.811508 "Hair" "3.06.2010" 42 "2 2" NA "F" 0 0.9973 0.9978 421342 43596
"785" "AP.07MH" "Dinaric" "Dinaric" "MortalityMladici" "Slovenia" "Vrem‹ica" "-" FALSE 0.914634 "Tissue" "10.06.2013" 41 "2 2" NA "F" 0 0.998 0.998 437488 62038
"786" "AP.07MF" "Dinaric" "Dinaric" "MortalityMladici" "Slovenia" "Vrem‹ica" "-" FALSE 0.914634 "Tissue" "10.06.2013" 41 "2 2" NA "F" 0 0.998 0.998 437488 62038
"457" "AX.0E7C" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "-" FALSE 0.759375 "Scat" "14.02.2012" 40 "1 2" "1 1" "M" -1 0.997 0.996 430779 71275
"733" "AX.0CTF" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Lika" "-" FALSE 0.748649 "Scat" "10.12.2012" 37 "1 2" "1 1" "M" -1 0.9965 0.9964 466180 59760
"727" "AU.0C6C" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 0.661905 "Scat" "1.04.2010" 42 "1 2" "1 1" "M" 0 0.998 0.998 419712 48365
"725" "AU.0C24" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 0.85307 "Scat" "19.10.2010" 38 "2 2" NA "F" 0 0.9983 0.998 420247 46360
"724" "AU.0C3M" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Unknown" "Javorniki/Snje?nik" TRUE 0.606548 "Scat" "28.05.2010" 42 "2 2" NA "F" -1 0.9954 0.996 459663 54377
"469" "AU.0APF" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Snje?nik" "Suha krajina" TRUE 0.632993 "Scat" "25.01.2011" 42 "2 2" NA "F" -1 0.998 0.998 480957 76243
"734" "AX.0CU4" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Gomance" "-" FALSE 0.966216 "Scat" "26.01.2013" 37 "1 2" "1 1" "M" 0 0.998 0.998 446043 51505
"453" "AL.05UP" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "-" FALSE 0.914414 "Urine" "17.03.2013" 37 "1 1" "1 1" "M" -1 0.998 0.998 448209 53055
"452" "AU.0C70" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 0.634921 "Scat" "1.04.2010" 42 "1 2" "1 1" "M" -1 0.9776 0.978 419664 48462
"740" "AX.0E4X" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Mala gora" "-" FALSE 0.95 "Scat" "15.02.2012" 40 "2 2" NA "F" -1 0.9881 0.9846 488177 66108
"462" "AL.0611" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "-" FALSE 1 "Urine" "13.12.2012" 37 "1 2" "1 1" "M" -1 0.9951 0.996 429445 65961
"718" "AU.0AEK" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Lika" "-" FALSE 0.846032 "Scat" "6.05.2011" 42 "1 2" "1 1" "M" 0 0.9955 0.9888 470575 66245
"730" "AX.0CCE" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Mala gora" "-" FALSE 0.986486 "Scat" "23.03.2013" 37 "1 2" "1 1" "M" -1 0.997 0.997 448677 85529
"454" "AX.0E1E" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "-" FALSE 0.9375 "Scat" "17.06.2012" 40 "1 2" "1 1" "M" -1 0.997 0.997 457030 57323
"430" "AL.06H8" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Javorniki" "Mala gora" TRUE 0.836735 "Urine" "28.12.2010" 42 "1 2" "1 1" "M" -1 0.997 0.997 489622 63309
"442" "AX.0E1C" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Rog" "-" FALSE 0.972973 "Scat" "2.07.2012" 37 "1 2" "1 1" "M" -1 0.997 0.997 503803 54904
"739" "AX.0E48" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "-" FALSE 0.95 "Scat" "17.04.2012" 40 "1 2" "1 1" "M" -1 0.9971 0.997 429947 73416
"449" "AL.068M" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "Meni‹ija" TRUE 0.96875 "Urine" "11.02.2011" 40 "1 2" "1 1" "M" -1 0.9972 0.9978 455896 72111
"460" "AL.05YP" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" TRUE 1 "Urine" "11.12.2012" 37 "1 2" "1 1" "M" -1 0.9976 0.9972 422359 47462
"464" "AL.061F" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 0.959459 "Urine" "13.12.2012" 37 "1 2" "1 1" "M" 0 0.9976 0.9978 423682 47226
"459" "AL.05YH" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 1 "Urine" "11.12.2012" 37 "2 2" NA "F" 0 0.998 0.998 417919 49111
"443" "AU.0C58" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 0.930417 "Scat" "26.11.2010" 40 "1 2" "1 1" "M" -1 0.998 0.998 420250 46738
"429" "AU.0AEF" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "Slavnik" TRUE 0.919841 "Scat" "29.06.2011" 42 "2 2" NA "F" -1 0.998 0.998 421479 47421
"732" "AX.0CTH" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "-" FALSE 1 "Scat" "13.12.2012" 37 "2 2" NA "F" -1 0.998 0.998 423859 46760
"470" "AU.0ACC" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "-" FALSE 0.825 "Scat" "14.02.2012" 40 "2 2" NA "F" -1 0.998 0.9982 430662 76412
"438" "AU.0AEA" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "-" FALSE 0.895833 "Scat" "26.07.2011" 40 "2 2" NA "F" -1 0.998 0.998 439413 63152
"741" "AX.0E5K" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Javorniki" "-" FALSE 0.973684 "Scat" "24.02.2012" 38 "1 2" "1 1" "M" 0 0.998 0.998 443733 52617
"738" "AX.0E55" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Javorniki" "-" FALSE 0.816667 "Scat" "23.05.2012" 40 "2 2" NA "F" -1 0.998 0.998 444877 55041
"728" "AU.0C8L" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" NA NA FALSE 0.855726 "Scat" "13.01.2009" 42 "2 2" NA "F" 0 0.998 0.998 447428 44725
"455" "AL.05UY" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Slavnik" "Meni‹ija" TRUE 1 "Urine" "24.03.2013" 37 "1 2" "1 1" "M" -1 0.998 0.998 449020 84868
"439" "AL.06AM" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Vrem‹ica" "Javorniki" TRUE 1 "Urine" "23.02.2011" 38 "1 2" "1 1" "M" -1 0.998 0.998 453090 52062
"467" "AX.0E5T" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "-" FALSE 0.870833 "Scat" "27.12.2011" 40 "1 2" "1 1" "M" -1 0.998 0.998 456207 57365
"461" "AL.0607" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "Gotenica" TRUE 1 "Urine" "1.03.2013" 37 "1 2" "1 1" "M" -1 0.998 0.998 480068 55576
"472" "AU.0C0M" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Snje?nik" "-" FALSE 0.826909 "Scat" "19.02.2011" 42 "1 2" "1 1" "M" -1 0.998 0.9982 482527 52145
"441" "AU.0C0X" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Snje?nik" "Gotenica" TRUE 0.896825 "Scat" "8.02.2011" 42 "2 2" NA "F" -1 0.998 0.998 485838 55476
"440" "AU.0AJ0" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Rog" "Rog" TRUE 0.795163 "Scat" "8.06.2011" 42 "2 2" NA "F" -1 0.998 0.998 502938 55811
"473" "AL.068T" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Poljanska Gora" "Poljanska Gora" TRUE 0.903175 "Urine" "3.12.2010" 42 "2 2" NA "F" -1 0.998 0.998 505756 40701
"719" "AU.0AJ7" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "Poljanska Gora" TRUE 0.854762 "Scat" "10.06.2011" 42 "1 2" "1 1" "M" -1 0.998 0.998 509526 38748
"762" "CY.12ET" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" NA NA FALSE 0.875709 "Hair" "14.01.2010" 42 "2 2" NA "F" 0 0.9981 0.998 507318 48179
"466" "AL.0635" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Gomance" "-" FALSE 1 "Urine" "26.01.2013" 37 "1 2" "1 1" "M" 0 0.9982 0.998 445250 51945
"723" "AU.0AUH" "Dinaric" "Dinaric" "Noninvasive - SLO" "Slovenia" "Javorniki" "-" FALSE 0.881579 "Scat" "17.05.2010" 38 "1 2" "1 1" "M" 0 0.9985 0.9982 455047 52902
"458" "AL.06H1" "Neznano" "Dinaric" "Noninvasive - SLO" "Slovenia" "Neznano" "Jelovica" FALSE 0.375595 "Urine" "21.12.2010" 42 "1 2" "1 1" "M" -1 NA 0.9908 429316 126457
"746" "AY.0F54" "Dinaric" "Dinaric" "Slo+USA" "Slovenia" "Gotenica" "-" FALSE 0.986486 "Scat" "16.07.2013" 37 "1 2" "1 1" "M" -1 0.998 0.998 476439 58403
"745" "AY.0F37" "Dinaric" "Dinaric" "Slo+USA" "Slovenia" "Slavnik" "-" FALSE 0.972973 "Scat" "5.07.2013" 37 "2 2" NA "F" 0 0.9985 0.998 448790 50789
"770" "EE.14PY" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Gotenica" "-" FALSE 0.972973 "Direct Saliva" "6.08.2013" 37 "1 2" "1 1" NA 0 0.9981 0.998 441037 63059
"771" "EE.14T0" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Gotenica" "-" FALSE 0.914414 "Direct Saliva" "6.08.2013" 37 "2 2" NA NA 0 0.997 0.9978 475362 59657
"635" "EE.156M" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Rog" "-" FALSE 0.933333 "Direct Saliva" "5.07.2012" 40 "2 2" NA NA -1 0.9978 0.998 504742 54279
"437" "AH.038C" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Slavnik" "-" FALSE 0.97619 "Direct Saliva" "17.07.2011" 42 "1 2" "1 1" "M" -1 0.998 0.998 419071 44413
"446" "AH.03HA" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Vrem‹ica" "-" FALSE 0.934524 "Direct Saliva" "6.05.2011" 42 "1 2" "1 1" "M" -1 0.998 0.998 419775 48653
"769" "EE.14LK" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Meni‹ija" "-" FALSE 1 "Direct Saliva" "5.09.2013" 37 "1 2" "1 1" NA 0 0.998 0.9984 447917 81974
"768" "EE.14LJ" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Meni‹ija" "-" FALSE 0.986486 "Direct Saliva" "5.09.2013" 37 "1 2" "1 1" NA 0 0.998 0.998 448919 82080
"726" "TINA" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Javorniki" "-" FALSE 0.656841 "Blood" "1.09.2008" 42 "2 2" NA NA -1 0.998 0.9978 449386 58214
"431" "AH.0388" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Gotenica" "-" FALSE 0.958333 "Direct Saliva" "27.08.2011" 40 "1 2" "1 1" "M" -1 0.998 0.998 475503 59611
"772" "EE.14T1" "Dinaric" "Dinaric" "Telemetry" "Slovenia" "Gotenica" "-" FALSE 0.963964 "Direct Saliva" "6.08.2013" 37 "1 2" "1 1" NA 0 0.998 0.987 476268 59294
